Country,Year,Agricultural land (% of land area),Agricultural land (sq. km),Arable land (hectares),Crop production index (2014-2016 = 100),Average precipitation in depth (mm per year),Land area (sq. km),"Food production index (gross, 1999-2001 = 100)","Pesticides imports (FAO, current US$)","Agricultural machinery, tractors per 100 sq. km of arable land",Agriculture production index (1999-2001 = 100),Fertilizer consumption (kilograms per hectare of arable land),"Agriculture, forestry, and fishing, value added (% of GDP)","Agricultural population (FAO, number)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Economically active population in agriculture, female (FAO, number)","Economically active population in agriculture, male (FAO, number)"
Somalia,1964-01-01,70.0098829980553,439200.0,906000.0,63.99,282.0,627340.0,52.25,212000.0,8.60927152317881,52.3,,64.5135914215097,,,,
Somalia,1965-01-01,70.0178531577773,439250.0,911000.0,68.47,282.0,627340.0,53.9,48000.0,8.56201975850714,53.95,,63.4384525418062,,,,
Somalia,1966-01-01,70.0258233174993,439300.0,916000.0,70.74,282.0,627340.0,55.97,158000.0,8.73362445414847,56.01,,61.8690200174064,,,,
Somalia,1967-01-01,70.0337934772213,439350.0,921000.0,73.01,282.0,627340.0,58.4,88000.0,9.01194353963084,58.45,,59.6352952703495,,,,
Somalia,1968-01-01,70.0417636369433,439400.0,926000.0,72.38,282.0,627340.0,61.17,200000.0,9.1792656587473,61.22,,54.62890625,,,,
Somalia,1969-01-01,70.0497337966653,439450.0,931000.0,76.21,282.0,627340.0,62.75,319000.0,9.45220193340494,62.77,,53.7467722467717,,,,
Somalia,1970-01-01,70.0577039563873,439500.0,936000.0,83.96,282.0,627340.0,64.55,300000.0,9.72222222222222,64.6,,52.7056961415443,,,,
Somalia,1971-01-01,70.0656741161093,439550.0,941000.0,81.59,282.0,627340.0,64.09,209000.0,9.9893730074389,64.1,,50.4724174336475,,,,
Somalia,1972-01-01,70.0736442758313,439600.0,946000.0,95.08,282.0,627340.0,68.16,304000.0,10.8879492600423,68.23,,54.6060561599084,,,,
Somalia,1973-01-01,70.0816144355533,439650.0,951000.0,83.65,282.0,627340.0,64.88,676000.0,11.882229232387,64.92,,53.8886788309504,,,,
Somalia,1974-01-01,70.0895845952753,439700.0,955000.0,82.62,282.0,627340.0,62.01,345000.0,12.7748691099476,61.99,,38.2516836475191,,,,
Somalia,1975-01-01,70.0975547549973,439750.0,960000.0,84.3,282.0,627340.0,67.93,482000.0,13.4375,67.95,,48.7440342211901,,,,
Somalia,1976-01-01,70.1055249147193,439800.0,965000.0,84.53,282.0,627340.0,68.82,186000.0,14.0932642487047,68.83,,51.0134057160256,,,,
Somalia,1977-01-01,70.1134950744413,439850.0,969000.0,81.75,282.0,627340.0,72.64,1167000.0,14.8606811145511,72.66,,55.9302307928615,,,,
Somalia,1978-01-01,70.1214652341633,439900.0,974000.0,80.89,282.0,627340.0,75.71,2863000.0,15.5030800821355,75.74,,54.9810896033373,,,,
Somalia,1979-01-01,70.1294353938853,439950.0,979000.0,81.53,282.0,627340.0,76.98,540000.0,16.1389172625128,77.04,,51.0668982331843,,,,
Somalia,1980-01-01,70.1374055536073,440000.0,984000.0,82.97,282.0,627340.0,80.38,918000.0,16.7682926829268,80.39,,64.3621892426479,4968000.0,,835000.0,1047000.0
Somalia,1981-01-01,70.1453757133293,440050.0,989000.0,99.12,282.0,627340.0,83.18,163000.0,17.3913043478261,83.16,,62.7709745377418,5071000.0,,849000.0,1070000.0
Somalia,1982-01-01,70.1533458730513,440100.0,994000.0,108.49,282.0,627340.0,86.49,227000.0,18.1086519114688,86.57,,62.9616679699602,5057000.0,,844000.0,1070000.0
Somalia,1983-01-01,70.1613160327733,440150.0,999000.0,95.73,282.0,627340.0,83.12,515000.0,18.2182182182182,83.09,,60.8352091720862,4971000.0,,832000.0,1052000.0
Somalia,1984-01-01,70.1692861924953,440200.0,1004000.0,105.57,282.0,627340.0,82.52,400000.0,19.0737051792829,82.47,,65.1327049758369,4874000.0,,819000.0,1033000.0
Somalia,1985-01-01,70.1772563522173,440250.0,1009000.0,118.85,282.0,627340.0,88.41,400000.0,18.5827552031715,88.44,,63.625218303266,4811000.0,,808000.0,1021000.0
Somalia,1986-01-01,70.1852265119393,440300.0,1014000.0,120.25,282.0,627340.0,87.85,350000.0,17.9487179487179,87.78,,58.6413470287477,4795000.0,,801000.0,1022000.0
Somalia,1987-01-01,70.1931966716613,440350.0,1018000.0,128.34,282.0,627340.0,93.81,350000.0,17.1905697445973,93.82,,61.3695875808959,4816000.0,,807000.0,1026000.0
Somalia,1988-01-01,70.1995727994389,440390.0,1021000.0,135.62,282.0,627340.0,97.12,400000.0,16.6503428011753,97.14,,66.7076468659516,4854000.0,,814000.0,1035000.0
Somalia,1989-01-01,70.2011668313833,440400.0,1021000.0,141.35,282.0,627340.0,98.04,400000.0,16.356513222331,98.01,,60.7599964723978,4884000.0,,822000.0,1042000.0
Somalia,1990-01-01,70.2043548952721,440420.0,1022000.0,131.77,282.0,627340.0,90.92,400000.0,15.9491193737769,90.93,,62.7445651953775,4889000.0,,833000.0,1042000.0
Somalia,1991-01-01,70.2043548952721,440420.0,1022000.0,88.68,282.0,627340.0,74.46,350000.0,15.6555772994129,74.49,,,4857000.0,36.513,837000.0,1036000.0
Somalia,1992-01-01,70.2059489272165,440430.0,1023000.0,71.49,282.0,627340.0,66.44,300000.0,14.9560117302053,66.43,,,4804000.0,37.11131,838000.0,1026000.0
Somalia,1993-01-01,70.2075429591609,440440.0,1024000.0,74.35,282.0,627340.0,72.81,300000.0,14.16015625,72.69,,,4747000.0,37.0214,835000.0,1016000.0
Somalia,1994-01-01,70.2171071508273,440500.0,1030000.0,93.5,282.0,627340.0,82.52,300000.0,13.3980582524272,82.51,,,4712000.0,38.34628,835000.0,1012000.0
Somalia,1995-01-01,70.2266713424937,440560.0,1035000.0,85.36,282.0,627340.0,87.1,1000000.0,12.56038647343,87.12,,,4715000.0,38.32774,840000.0,1015000.0
Somalia,1996-01-01,70.2346415022157,440610.0,1039000.0,85.05,282.0,627340.0,88.43,500000.0,12.0307988450433,88.49,,,4763000.0,38.02724,851000.0,1027000.0
Somalia,1997-01-01,70.2426116619377,440660.0,1043000.0,87.1,282.0,627340.0,92.34,500000.0,11.025886864813,92.45,,,4849000.0,38.64531,868000.0,1047000.0
Somalia,1998-01-01,70.2442056938821,440670.0,1043000.0,75.89,282.0,627340.0,89.22,500000.0,9.58772770853308,89.24,,,4959000.0,38.62181,887000.0,1071000.0
Somalia,1999-01-01,70.2442056938821,440670.0,1043000.0,85.8,282.0,627340.0,89.05,500000.0,9.58772770853308,89.1,,,5077000.0,38.50248,907000.0,1097000.0
Somalia,2000-01-01,70.2442056938821,440670.0,1043000.0,94.97,282.0,627340.0,89.58,500000.0,9.58772770853308,89.59,,,5190000.0,38.36977,927000.0,1121000.0
Somalia,2001-01-01,70.2505818216597,440710.0,1045000.0,101.27,282.0,627340.0,89.45,400000.0,9.56937799043062,89.45,,,5296000.0,38.16209,947000.0,1143000.0
Somalia,2002-01-01,70.4976567730417,442260.0,1200000.0,106.19,282.0,627340.0,93.36,400000.0,8.75,93.37,,,5398000.0,37.83047,968000.0,1164000.0
Somalia,2003-01-01,70.5773583702617,442760.0,1250000.0,105.59,282.0,627340.0,95.73,300000.0,9.44,95.69,,,5496000.0,37.53299,989000.0,1183000.0
Somalia,2004-01-01,70.7383555966462,443770.0,1350000.0,105.49,282.0,627340.0,97.02,400000.0,9.55555555555556,96.95,,,5589000.0,37.31905,1008000.0,1203000.0
Somalia,2005-01-01,70.7383555966462,443770.0,1350000.0,102.61,282.0,627340.0,100.39,1000000.0,10.1555555555556,100.4,,,5681000.0,37.06488,1026000.0,1222000.0
Somalia,2006-01-01,70.4052029202665,441680.0,1140000.0,95.51,282.0,627340.0,102.59,700000.0,12.0263157894737,102.65,,,5769000.0,36.93772,1043000.0,1240000.0
Somalia,2007-01-01,70.1820384480505,440280.0,1000000.0,90.59,282.0,627340.0,98.83,1650000.0,,98.88,,,5854000.0,36.14297,1061000.0,1260000.0
Somalia,2008-01-01,70.3414416424905,441280.0,1100000.0,93.44,282.0,627340.0,95.34,1450000.0,,95.34,,,5938000.0,36.04569,1079000.0,1278000.0
Somalia,2009-01-01,70.3414416424905,441280.0,1100000.0,94.19,282.0,627340.0,99.26,1650000.0,,99.27,,,6027000.0,35.93776,1098000.0,1298000.0
Somalia,2010-01-01,70.3414416424905,441280.0,1100000.0,105.69,282.0,627340.0,112.01,1350000.0,,112.01,,,6121000.0,35.81476,1119000.0,1321000.0
Somalia,2011-01-01,70.1820384480505,440280.0,1000000.0,87.3,282.0,627340.0,113.21,,,113.22,,,6223000.0,35.68211,1143000.0,1346000.0
Somalia,2012-01-01,70.1772563522173,440250.0,1000000.0,109.93,282.0,627340.0,,,,,,,6331000.0,35.63858,1170000.0,1375000.0
Somalia,2013-01-01,70.3366595466573,441250.0,1100000.0,109.45,282.0,627340.0,,,,,,,,34.70892,,
Somalia,2014-01-01,70.3366595466573,441250.0,1100000.0,101.43,282.0,627340.0,,,,,,,,33.40165,,
Somalia,2015-01-01,70.3366595466573,441250.0,1100000.0,105.63,282.0,627340.0,,,,,,,,31.00579,,
Somalia,2016-01-01,70.3366595466573,441250.0,1100000.0,92.93,282.0,627340.0,,,,,,,,29.63692,,
Somalia,2017-01-01,70.3366595466573,441250.0,1100000.0,100.03,282.0,627340.0,,,,,,,,29.27373,,
Somalia,2018-01-01,70.3366595466573,441250.0,1100000.0,104.66,282.0,627340.0,,,,,,,,28.1003,,
Somalia,2019-01-01,70.3366595466573,441250.0,1100000.0,101.5,282.0,627340.0,,,,,,,,26.88612,,
Somalia,2020-01-01,70.3366595466573,441250.0,1100000.0,100.52,282.0,627340.0,,,,,,,,26.76543,,
Somalia,2021-01-01,,,,100.2,,,,,,,,,,26.28237,,
Somalia,2022-01-01,,,,,,,,,,,,,,,,
South Sudan,1960-01-01,,,,,,,,,,,,,,,,
South Sudan,1961-01-01,,,,,,,,,,,,,,,,
South Sudan,1962-01-01,,,,,,,,,,,,,,,,
South Sudan,1963-01-01,,,,,,,,,,,,,,,,
South Sudan,1964-01-01,,,,,,,,,,,,,,,,
South Sudan,1965-01-01,,,,,,,,,,,,,,,,
South Sudan,1966-01-01,,,,,,,,,,,,,,,,
South Sudan,1967-01-01,,,,,,,,,,,,,,,,
South Sudan,1968-01-01,,,,,,,,,,,,,,,,
South Sudan,1969-01-01,,,,,,,,,,,,,,,,
South Sudan,1970-01-01,,,,,,,,,,,,,,,,
South Sudan,1971-01-01,,,,,,,,,,,,,,,,
South Sudan,1972-01-01,,,,,,,,,,,,,,,,
South Sudan,1973-01-01,,,,,,,,,,,,,,,,
South Sudan,1974-01-01,,,,,,,,,,,,,,,,
South Sudan,1975-01-01,,,,,,,,,,,,,,,,
South Sudan,1976-01-01,,,,,,,,,,,,,,,,
South Sudan,1977-01-01,,,,,,,,,,,,,,,,
South Sudan,1978-01-01,,,,,,,,,,,,,,,,
South Sudan,1979-01-01,,,,,,,,,,,,,,,,
South Sudan,1980-01-01,,,,,,,,,,,,,,,,
South Sudan,1981-01-01,,,,,,,,,,,,,,,,
South Sudan,1982-01-01,,,,,,,,,,,,,,,,
South Sudan,1983-01-01,,,,,,,,,,,,,,,,
South Sudan,1984-01-01,,,,,,,,,,,,,,,,
South Sudan,1985-01-01,,,,,,,,,,,,,,,,
South Sudan,1986-01-01,,,,,,,,,,,,,,,,
South Sudan,1987-01-01,,,,,,,,,,,,,,,,
South Sudan,1988-01-01,,,,,,,,,,,,,,,,
South Sudan,1989-01-01,,,,,,,,,,,,,,,,
South Sudan,1990-01-01,,,,,,,,,,,,,,,,
South Sudan,1991-01-01,,,,,,,,,,,,,,67.69382,,
South Sudan,1992-01-01,,,,,,,,,,,,,,67.43124,,
South Sudan,1993-01-01,,,,,,,,,,,,,,67.18874,,
South Sudan,1994-01-01,,,,,,,,,,,,,,67.06239,,
South Sudan,1995-01-01,,,,,,,,,,,,,,66.79197,,
South Sudan,1996-01-01,,,,,,,,,,,,,,66.53708,,
South Sudan,1997-01-01,,,,,,,,,,,,,,66.11079,,
South Sudan,1998-01-01,,,,,,,,,,,,,,65.93147,,
South Sudan,1999-01-01,,,,,,,,,,,,,,65.79757,,
South Sudan,2000-01-01,,,,,,,,,,,,,,65.44119,,
South Sudan,2001-01-01,,,,,,,,,,,,,,65.01627,,
South Sudan,2002-01-01,,,,,,,,,,,,,,64.60157,,
South Sudan,2003-01-01,,,,,,,,,,,,,,64.15379,,
South Sudan,2004-01-01,,,,,,,,,,,,,,63.78763,,
South Sudan,2005-01-01,,,,,,,,,,,,,,63.39999,,
South Sudan,2006-01-01,,,,,,,,,,,,,,62.96039,,
South Sudan,2007-01-01,,,,,,,,,,,,,,62.58179,,
South Sudan,2008-01-01,,,,,,,,,,,,4.19544282441311,,62.33197,,
South Sudan,2009-01-01,,,,,,,,,,,,5.22004160956288,,62.39708,,
South Sudan,2010-01-01,,,,,,,,,,,,5.29379348275505,,62.06693,,
South Sudan,2011-01-01,,,,,,,,,,,,4.67693681681883,,62.40212,,
South Sudan,2012-01-01,45.0966285822797,284979.125,2658712.5,91.55,900.0,631930.0,,,,,,6.17613217428162,,63.0308,,
South Sudan,2013-01-01,45.0407877454781,284626.25,2616425.0,88.31,900.0,631930.0,,,,,,9.635809346303,,62.04099,,
South Sudan,2014-01-01,44.9849469086766,284273.375,2575137.5,98.25,900.0,631930.0,,,,,,7.59650844428456,,61.5751,,
South Sudan,2015-01-01,44.929106071875,283920.5,2537850.0,103.33,900.0,631930.0,,,,,,10.3550274477245,,61.98574,,
South Sudan,2016-01-01,44.8732652350735,283567.625,2502562.5,98.41,900.0,631930.0,,,,,,,,62.42402,,
South Sudan,2017-01-01,44.817424398272,283214.75,2467275.0,96.58,900.0,631930.0,,,,,,,,62.63988,,
South Sudan,2018-01-01,44.7059009700441,282510.0,2396700.0,100.9,900.0,631930.0,,,,,,,,62.64797,,
South Sudan,2019-01-01,44.7059009700441,282510.0,2394700.0,110.17,900.0,631930.0,,,,,,,,62.32307,,
South Sudan,2020-01-01,44.7059009700441,282510.0,2394700.0,112.08,900.0,631930.0,,,,,,,,62.64622,,
South Sudan,2021-01-01,,,,114.0,,,,,,,,,,62.12169,,
South Sudan,2022-01-01,,,,,,,,,,,,,,,,
Sudan,1960-01-01,,,,,,,,,,,,51.4278429372769,,,,
Sudan,1961-01-01,45.8080808080808,1088400.0,,,,2376000.0,19.24,711000.0,,20.48,,51.5030530765618,,,,
Sudan,1962-01-01,45.8501683501684,1089400.0,,,,2376000.0,19.58,4907000.0,,22.12,,49.8810810810811,,,,
Sudan,1963-01-01,45.8922558922559,1090400.0,,,,2376000.0,20.66,3259000.0,,22.46,,44.845908607864,,,,
Sudan,1964-01-01,45.9351851851852,1091420.0,,,,2376000.0,19.92,3131000.0,,20.92,,41.8287132809268,,,,
Sudan,1965-01-01,45.9772727272727,1092420.0,,,,2376000.0,19.99,4061000.0,,21.71,,41.9412465263994,,,,
Sudan,1966-01-01,46.0185185185185,1093400.0,,,,2376000.0,20.22,5142000.0,,22.0,,35.1325207970594,,,,
Sudan,1967-01-01,46.0648148148148,1094500.0,,,,2376000.0,23.04,5563000.0,,25.21,,34.8579596212257,,,,
Sudan,1968-01-01,46.1056397306397,1095470.0,,,,2376000.0,21.28,6977000.0,,23.4,,32.5402259500171,,,,
Sudan,1969-01-01,46.1477272727273,1096470.0,,,,2376000.0,23.32,6457000.0,,26.02,,34.5095600808332,,,,
Sudan,1970-01-01,46.1889730639731,1097450.0,,,,2376000.0,24.37,7359000.0,,27.09,,38.1649118009025,,,,
Sudan,1971-01-01,46.2302188552189,1098430.0,,,,2376000.0,25.05,11019000.0,,28.01,,38.8177710843374,,,,
Sudan,1972-01-01,46.2714646464646,1099410.0,,,,2376000.0,25.57,9186000.0,,28.34,,38.5380522785103,,,,
Sudan,1973-01-01,46.3164983164983,1100480.0,,,,2376000.0,26.16,11342000.0,,28.32,,39.841343910406,,,,
Sudan,1974-01-01,46.3404882154882,1101050.0,,,,2376000.0,28.73,19886000.0,,31.97,,39.601015596663,,,,
Sudan,1975-01-01,46.3825757575758,1102050.0,,,,2376000.0,29.48,33801000.0,,32.17,,35.8104084792188,,,,
Sudan,1976-01-01,46.4225589225589,1103000.0,,,,2376000.0,30.45,18924000.0,,31.42,,34.3776865030089,,,,
Sudan,1977-01-01,46.4638047138047,1103980.0,,,,2376000.0,32.6,23641000.0,,34.21,,35.6043198529412,,,,
Sudan,1978-01-01,46.479797979798,1104360.0,,,,2376000.0,33.31,22235000.0,,35.42,,34.7434978163092,,,,
Sudan,1979-01-01,46.4793771043771,1104350.0,,,,2376000.0,32.9,25000000.0,,33.9,,32.1293144011736,,,,
Sudan,1980-01-01,46.4856902356902,1104500.0,,,,2376000.0,34.88,39807000.0,,35.82,,29.9135369422909,14468000.0,,1513000.0,3143000.0
Sudan,1981-01-01,46.4983164983165,1104800.0,,,,2376000.0,39.21,46819000.0,,39.86,,33.3799231268407,14913000.0,,1570000.0,3226000.0
Sudan,1982-01-01,46.523569023569,1105400.0,,,,2376000.0,34.64,46889000.0,,36.12,,34.1053391053391,15373000.0,,1626000.0,3316000.0
Sudan,1983-01-01,46.5446127946128,1105900.0,,,,2376000.0,36.07,51772000.0,,38.03,,31.1911170928668,15828000.0,,1672000.0,3415000.0
Sudan,1984-01-01,46.5677609427609,1106450.0,,,,2376000.0,32.28,58256000.0,,34.77,,28.6064541779869,16239000.0,,1652000.0,3473000.0
Sudan,1985-01-01,47.4326599326599,1127000.0,,,,2376000.0,38.78,40000000.0,,40.93,,31.4663327170314,16620000.0,,1628000.0,3521000.0
Sudan,1986-01-01,48.71632996633,1157500.0,,,,2376000.0,38.13,35000000.0,,39.5,,34.5177463783912,16963000.0,,1600000.0,3560000.0
Sudan,1987-01-01,49.581228956229,1178050.0,,,,2376000.0,35.24,25000000.0,,36.91,,31.611631753032,17276000.0,,1569000.0,3591000.0
Sudan,1988-01-01,50.8606902356902,1208450.0,,,,2376000.0,41.36,20000000.0,,41.97,,39.3728788663579,17575000.0,,1537000.0,3617000.0
Sudan,1989-01-01,51.7087542087542,1228600.0,,,,2376000.0,35.63,15000000.0,,36.87,,37.369013821345,17883000.0,,1506000.0,3644000.0
Sudan,1990-01-01,51.729797979798,1229100.0,,,,2376000.0,35.12,12000000.0,,36.41,,39.0195890623607,18214000.0,,1476000.0,3675000.0
Sudan,1991-01-01,51.7529461279461,1229650.0,,,,2376000.0,42.55,12500000.0,,43.08,,40.1843515959888,18479000.0,55.60888,1553000.0,3706000.0
Sudan,1992-01-01,52.1948653198653,1240150.0,,,,2376000.0,47.25,13000000.0,,47.14,,38.5429544336647,18765000.0,55.23339,1635000.0,3724000.0
Sudan,1993-01-01,53.3388047138047,1267330.0,,,,2376000.0,44.23,14000000.0,,44.21,,39.9000684515911,19070000.0,54.81181,1723000.0,3715000.0
Sudan,1994-01-01,53.9204545454545,1281150.0,,,,2376000.0,51.47,15000000.0,,51.62,,34.5307043097102,19341000.0,54.45985,1806000.0,3804000.0
Sudan,1995-01-01,54.5639730639731,1296440.0,,,,2376000.0,52.56,16300000.0,,53.1,,37.2802811576655,19618000.0,54.13608,1898000.0,3863000.0
Sudan,1996-01-01,54.9406565656566,1305390.0,,,,2376000.0,57.39,9712000.0,,58.03,,42.3848519608798,19898000.0,53.88292,1997000.0,3901000.0
Sudan,1997-01-01,55.0639730639731,1308320.0,,,,2376000.0,58.6,5926000.0,,58.91,,45.042249161223,20136000.0,53.33369,2041000.0,3939000.0
Sudan,1998-01-01,55.1776094276094,1311020.0,,,,2376000.0,62.42,3435000.0,,62.49,,44.394590603038,20375000.0,52.88774,2097000.0,3965000.0
Sudan,1999-01-01,55.2828282828283,1313520.0,,,,2376000.0,63.72,7247000.0,,63.79,,43.2654994233288,20604000.0,52.44803,2159000.0,3984000.0
Sudan,2000-01-01,55.3766835016835,1315750.0,,,,2376000.0,67.02,11541000.0,,66.95,,40.6821739143403,20825000.0,51.72108,2230000.0,3993000.0
Sudan,2001-01-01,55.594696969697,1320930.0,,,,2376000.0,74.29,6141000.0,,74.46,,35.7807746157648,20983000.0,51.19295,2256000.0,4033000.0
Sudan,2002-01-01,55.8139730639731,1326140.0,,,,2376000.0,78.78,7805000.0,,78.45,,37.662742261404,21134000.0,50.77023,2293000.0,4062000.0
Sudan,2003-01-01,56.6203703703704,1345300.0,,,,2376000.0,90.37,8217000.0,,89.81,,38.416611009222,21286000.0,50.03762,2342000.0,4079000.0
Sudan,2004-01-01,56.6064814814815,1344970.0,,,,2376000.0,91.98,15844000.0,,91.85,,34.0060768565709,21430000.0,49.2633,2384000.0,4105000.0
Sudan,2005-01-01,56.9107744107744,1352200.0,,,,2376000.0,99.89,11490000.0,,100.13,,33.199920468691,21602000.0,48.64399,2449000.0,4117000.0
Sudan,2006-01-01,57.2613636363636,1360530.0,,,,2376000.0,108.13,17610000.0,,108.02,,31.8201079594306,21802000.0,47.77089,2535000.0,4118000.0
Sudan,2007-01-01,57.4978956228956,1366150.0,,,,2376000.0,107.82,12295000.0,,107.55,,35.6675143701418,21966000.0,47.77945,2604000.0,4186000.0
Sudan,2008-01-01,57.5328282828283,1366980.0,,,,2376000.0,110.05,5845000.0,,109.31,,36.1831633212385,22140000.0,46.94208,2674000.0,4227000.0
Sudan,2009-01-01,57.7718013468013,1372658.0,,,,2376000.0,112.18,91361000.0,,111.7,,33.5066805707755,22301000.0,46.42476,2744000.0,4270000.0
Sudan,2010-01-01,57.7635521885522,1372462.0,,,,2376000.0,109.43,36500000.0,,108.5,,31.8522211122842,22443000.0,45.9081,2811000.0,4313000.0
Sudan,2011-01-01,57.7635521885522,1372462.0,,,,2376000.0,,,,,,27.8476934681736,22563000.0,44.60177,2876000.0,4355000.0
Sudan,2012-01-01,36.5134689507495,682071.6,19856760.0,69.54,250.0,1868000.0,,,,,3.32788732905066,33.774624171049,22664000.0,44.59975,2939000.0,4397000.0
Sudan,2013-01-01,36.5067237687366,681945.6,19839960.0,91.93,250.0,1868000.0,,,,,2.61245839205321,29.6076364571032,,43.96639,,
Sudan,2014-01-01,36.5022269807281,681861.6,19823160.0,106.94,250.0,1868000.0,,,,,4.20062593451296,32.6242708162674,,43.35278,,
Sudan,2015-01-01,36.665460385439,684910.8,20080080.0,85.36,250.0,1868000.0,,,,,4.47432480348684,31.5564513257888,,42.77752,,
Sudan,2016-01-01,36.8286937901499,687960.0,20385000.0,107.7,250.0,1868000.0,,,,,9.38239636987982,22.9775814159681,,41.70996,,
Sudan,2017-01-01,36.9919271948608,691009.2,20689920.0,103.4,250.0,1868000.0,,,,,8.33866539841623,21.2305403131037,,41.25926,,
Sudan,2018-01-01,37.1551605995717,694058.4,20994840.0,131.5,250.0,1868000.0,,,,,8.13166854331826,21.9934731580502,,41.0363,,
Sudan,2019-01-01,37.1551605995717,694058.4,20994840.0,125.21,250.0,1868000.0,,,,,7.10201316132916,20.1640153484443,,40.6868,,
Sudan,2020-01-01,37.1551605995717,694058.4,20994840.0,126.03,250.0,1868000.0,,,,,7.10308818738319,20.3208627544265,,41.19733,,
Sudan,2021-01-01,,,,123.41,,,,,,,,6.35709212800824,,40.60549,,
Sudan,2022-01-01,,,,,,,,,,,,5.03129205087995,,,,
Tanzania,1960-01-01,,,,,,,,,,,,,,,,
Tanzania,1961-01-01,29.3519981937232,260000.0,5200000.0,14.32,1071.0,885800.0,24.16,720000.0,31.8269230769231,27.25,0.523653846153846,,,,,
Tanzania,1962-01-01,29.3519981937232,260000.0,5050000.0,14.94,1071.0,885800.0,24.99,810000.0,32.8712871287129,28.3,0.471287128712871,,,,,
Tanzania,1963-01-01,30.4809212011741,270000.0,6100000.0,16.55,1071.0,885800.0,27.24,1145000.0,27.2950819672131,30.85,0.508196721311475,,,,,
Tanzania,1964-01-01,30.4809212011741,270000.0,6000000.0,16.69,1071.0,885800.0,27.2,1475000.0,27.8333333333333,31.22,0.65,,,,,
Tanzania,1965-01-01,30.4809212011741,270000.0,6000000.0,17.26,1071.0,885800.0,27.65,1910000.0,27.9166666666667,32.07,1.16666666666667,,,,,
Tanzania,1966-01-01,30.4809212011741,270000.0,6000000.0,19.36,1071.0,885800.0,30.81,2860000.0,28.0,35.75,1.46666666666667,,,,,
Tanzania,1967-01-01,30.4809212011741,270000.0,6000000.0,18.55,1071.0,885800.0,30.73,1450000.0,28.0833333333333,35.21,1.45,,,,,
Tanzania,1968-01-01,30.4809212011741,270000.0,6000000.0,17.91,1071.0,885800.0,30.28,1459000.0,28.1666666666667,34.25,1.5,,,,,
Tanzania,1969-01-01,30.4809212011741,270000.0,6000000.0,18.85,1071.0,885800.0,31.24,1717000.0,28.25,35.63,1.83333333333333,,,,,
Tanzania,1970-01-01,31.609844208625,280000.0,7000000.0,19.76,1071.0,885800.0,32.87,2793000.0,24.2857142857143,37.29,2.14285714285714,,,,,
Tanzania,1971-01-01,32.7387672160759,290000.0,7000000.0,19.27,1071.0,885800.0,33.11,2716000.0,24.14,37.17,2.48571428571429,,,,,
Tanzania,1972-01-01,32.7387672160759,290000.0,7000000.0,19.9,1071.0,885800.0,33.26,3516000.0,22.5714285714286,37.51,2.28971428571429,,,,,
Tanzania,1973-01-01,32.7387672160759,290000.0,7000000.0,21.37,1071.0,885800.0,35.13,8507000.0,21.5714285714286,39.08,2.84814285714286,,,,,
Tanzania,1974-01-01,32.7387672160759,290000.0,7000000.0,21.6,1071.0,885800.0,35.23,10577000.0,20.4285714285714,39.28,4.44914285714286,,,,,
Tanzania,1975-01-01,32.7387672160759,290000.0,7000000.0,24.17,1071.0,885800.0,40.1,7485000.0,19.4285714285714,43.02,4.23857142857143,,,,,
Tanzania,1976-01-01,32.7387672160759,290000.0,7000000.0,25.25,1071.0,885800.0,41.49,9559000.0,18.1428571428571,44.67,4.38871428571429,,,,,
Tanzania,1977-01-01,32.7387672160759,290000.0,7000000.0,26.88,1071.0,885800.0,44.54,22240000.0,16.8571428571429,47.26,4.24942857142857,,,,,
Tanzania,1978-01-01,33.8676902235268,300000.0,8000000.0,27.41,1071.0,885800.0,45.27,24271000.0,14.0,47.87,3.6625,,,,,
Tanzania,1979-01-01,33.8676902235268,300000.0,8000000.0,28.88,1071.0,885800.0,47.8,19343000.0,13.0,50.18,3.75,,,,,
Tanzania,1980-01-01,33.8676902235268,300000.0,8000000.0,27.24,1071.0,885800.0,45.13,23281000.0,12.5,47.56,4.4375,,15706000.0,,4192000.0,3614000.0
Tanzania,1981-01-01,34.9966132309776,310000.0,8000000.0,28.15,1071.0,885800.0,47.33,12360000.0,11.875,49.68,3.6375,,16177000.0,,4320000.0,3722000.0
Tanzania,1982-01-01,34.9966132309776,310000.0,8000000.0,29.19,1071.0,885800.0,49.67,14000000.0,11.625,51.56,3.651125,,16664000.0,,4453000.0,3836000.0
Tanzania,1983-01-01,34.9966132309776,310000.0,8000000.0,30.62,1071.0,885800.0,52.38,15000000.0,10.875,53.97,2.862625,,17164000.0,,4591000.0,3954000.0
Tanzania,1984-01-01,34.9966132309776,310000.0,8000000.0,31.29,1071.0,885800.0,53.64,17000000.0,10.625,55.44,4.5375,,17675000.0,,4732000.0,4077000.0
Tanzania,1985-01-01,36.1255362384285,320000.0,9000000.0,32.52,1071.0,885800.0,56.42,22000000.0,8.88888888888889,57.47,4.6,,18198000.0,,4878000.0,4200000.0
Tanzania,1986-01-01,36.1255362384285,320000.0,9000000.0,33.58,1071.0,885800.0,57.67,26000000.0,8.33333333333333,59.77,4.71988888888889,,18728000.0,,5027000.0,4323000.0
Tanzania,1987-01-01,36.1255362384285,320000.0,9000000.0,33.66,1071.0,885800.0,57.42,24000000.0,8.06888888888889,59.66,5.31566666666667,,19267000.0,,5180000.0,4447000.0
